label	message	preprocessed_message
0	I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you	miss much im desparate recorded message left day listen hear sound voice love
0	Yes but I don't care cause I know its there!	yes dont care cause know
0	Hey what happen de. Are you alright.	hey happen de alright
0	When are you guys leaving?	guy leaving
0	Sorry, I'll call later	sorry ill call later
0	Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)	aww thats first time u said u missed without asking missed u first love
0	OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?	ok im waliking ard u wan buy anything go ur house
0	So how's the weather over there?	hows weather
0	Good morning princess! How are you?	good morning princess
0	There is no sense in my foot and penis.	sense foot penis
0	1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.	tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face
0	No problem. Talk to you later	problem talk later
0	Ok	ok
0	I'm on the bus. Love you	im bus love
0	Cos darren say ü considering mah so i ask ü...	co darren say ü considering mah ask ü
0	Dear how you. Are you ok?	dear ok
0	Ok.ok ok..then..whats ur todays plan	okok okthenwhats ur today plan
0	I'd say that's a good sign but, well, you know my track record at reading women	id say thats good sign well know track record reading woman
0	I can send you a pic if you like :)	send pic like
1	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX	want explicit sex sec ring cost pmin gsex pobox wcn xx
1	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p	eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p
0	R we still meeting 4 dinner tonight?	r still meeting dinner tonight
0	Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.	hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
0	Does she usually take fifteen fucking minutes to respond to a yes or no question	usually take fifteen fucking minute respond yes question
0	Tell me pa. How is pain de.	tell pa pain de
0	Like  &lt;#&gt; , same question	like ltgt question
0	Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...	huh slow tot u reach long ago liao u day leh
0	Ok i msg u b4 i leave my house.	ok msg u b leave house
0	Are you this much buzy	much buzy
0	Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?	hmmm thought said hour slave late punish
0	Omg it could snow here tonite!	omg could snow tonite
0	Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...	bishan lar nearer need buy early co buy got ta park car
1	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz	credit topped httpwwwbubbletextcom renewal pin tgxxrz
0	Two teams waiting for some players	two team waiting player
0	S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)	sfrom training manual show tech processits password reset troubleshooting
0	Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)	sometimes put wall around heartsnot safe getting hurt find care enough break wall amp get closer goodnoon
1	Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!	congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss
0	Dear got bus directly to calicut	dear got bus directly calicut
0	First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries	first gained ltgt kg since took second done blood sugar test ok blood pressure within normal limit worry
0	Vikky, come around  &lt;TIME&gt; ..	vikky come around lttimegt
1	FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts	freemsg hey im buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts
0	Not really dude, have no friends i'm afraid :(	really dude friend im afraid
0	Love you aathi..love u lot..	love aathilove u lot
0	i cant talk to you now.i will call when i can.dont keep calling.	cant talk nowi call candont keep calling
1	Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16	final chance claim ur £ worth discount voucher today text yes savamob member offer mobile c savamob pobox muz £ sub
0	Lol ... I knew that .... I saw him in the dollar store	lol knew saw dollar store
0	Total video converter free download type this in google search:)	total video converter free download type google search
0	Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.	nvm im going wear sport shoe anyway im going late leh
0	I've reached home finally...	ive reached home finally
0	Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.	ha ‘ know either clever simple thing pear day perfect christmas
0	Dunno lei... I thk mum lazy to go out... I neva ask her yet...	dunno lei thk mum lazy go neva ask yet
0	Thats cool. I want to please you...	thats cool want please
0	Now i'm going for lunch.	im going lunch
0	NO GIFTS!! You trying to get me to throw myself off a cliff or something?	gift trying get throw cliff something
0	My sister cleared two round in birla soft yesterday.	sister cleared two round birla soft yesterday
1	Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper	marvel mobile play official ultimate spiderman game £ ur mobile right text spider game send u free ball wallpaper
0	S.i think he is waste for rr..	si think waste rr
0	No let me do the math. Your not good at it.	let math good
0	Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...	kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
0	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	know god created gap finger one made come amp fill gap holding hand love
0	Well, i'm gonna finish my bath now. Have a good...fine night.	well im gon na finish bath goodfine night
0	Webpage s not available!	webpage available
0	Goodmorning, Today i am late for  &lt;#&gt; min.	goodmorning today late ltgt min
0	Wat time ü wan today?	wat time ü wan today
0	Awesome, I'll see you in a bit	awesome ill see bit
0	Were trying to find a Chinese food place around here	trying find chinese food place around
0	That's what I love to hear :V see you sundayish, then	thats love hear v see sundayish
0	Or I guess  &lt;#&gt;  min	guess ltgt min
0	Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with	derp worse dude always want party dude file complaint three drug abuser life
0	Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx	babe think got ur brolly left english wil bring mrw u luv franxx
0	Machan you go to gym tomorrow,  i wil come late goodnight.	machan go gym tomorrow wil come late goodnight
0	see you then, we're all christmassy here!	see christmassy
0	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...	dont run away frm u walk slowly amp kill u dont care enough stop
0	Sorry, I'll call later	sorry ill call later
0	Too late. I said i have the website. I didn't i have or dont have the slippers	late said website didnt dont slipper
0	I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.	hoping would send message rent due dont enough reserve completely gone loan need hoping could balance ltgt way could get till mid march hope pay back
0	Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).	urgh coach hot smell chip fat thanks especially duvet predictive text word
0	Sure but since my parents will be working on Tuesday I don't really need a cover story	sure since parent working tuesday dont really need cover story
0	I'm in a meeting, call me later at	im meeting call later
0	Ok no prob...	ok prob
0	You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.	always putting business put picture as facebook one open people ive ever met would think picture room would hurt make feel violated
0	Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.	dun b sad dun thk abt already concentrate ur paper k
0	Ok then i will come to ur home after half an hour	ok come ur home half hour
0	Hi di is yijue we're meeting at 7 pm at esaplanade tonight.	hi di yijue meeting pm esaplanade tonight
0	Miss ya, need ya, want ya, love ya.	miss ya need ya want ya love ya
0	Meeting u is my work. . . Tel me when shall i do my work tomorrow	meeting u work tel shall work tomorrow
0	Mm so you asked me not to call radio	mm asked call radio
1	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom
0	In fact when do you leave? I think addie goes back to school tues or wed	fact leave think addie go back school tues wed
0	Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.	im cool ta luv vtired cause doin load planning wk got social service inspection nursery take care spk sn x
0	Please tell me not all of my car keys are in your purse	please tell car key purse
0	Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt	mile smile r made frm letter u know difference smile ur face keep happy even though mile away u keep smiling good nyt
0	Why nothing. Ok anyway give me treat	nothing ok anyway give treat
0	I think i've fixed it can you send a test message?	think ive fixed send test message
0	Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?	waiting tv show start lor u leh still busy ur report
0	No he didn't. Spring is coming early yay!	didnt spring coming early yay
0	Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?	havent mu ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap
0	Then ur physics get a-?	ur physic get
0	Yeah hopefully, if tyler can't do it I could maybe ask around a bit	yeah hopefully tyler cant could maybe ask around bit
0	Yunny i'm walking in citylink now ü faster come down... Me very hungry...	yunny im walking citylink ü faster come hungry
0	Received, understood n acted upon!	received understood n acted upon
0	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!	smile pleasure smile pain smile trouble pours like rain smile sum hurt u smile becoz someone still love see u smiling
0	Cool, want me to go to kappa or should I meet you outside mu	cool want go kappa meet outside mu
0	Nooooooo I'm gonna be bored to death all day. Cable and internet outage.	nooooooo im gon na bored death day cable internet outage
0	If e timing can, then i go w u lor...	e timing go w u lor
0	No dear i was sleeping :-P	dear sleeping p
0	I jokin oni lar.. Ü busy then i wun disturb ü.	jokin oni lar ü busy wun disturb ü
0	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob	wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
0	Then i buy.	buy
0	Going for dinner.msg you after.	going dinnermsg
0	S:)no competition for him.	sno competition
1	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	urgent ur awarded complimentary trip eurodisinc trav acoentry £ claim txt dis £morefrmmob shracomorsglsuplt l aj
0	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.	madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala
0	U r too much close to my heart. If u go away i will be shattered. Plz stay with me.	u r much close heart u go away shattered plz stay
0	Okey dokey swashbuckling stuff what oh.	okey dokey swashbuckling stuff oh
1	You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99	awarded sipix digital camera call landline delivery within day c box mbp yr warranty ppm p p£
0	Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...	tmr ü brin lar aiya later come n c lar mayb ü neva set properly ü got da help sheet wif ü
0	Dear umma she called me now :-)	dear umma called
0	But if she.s drinkin i'm ok.	shes drinkin im ok
1	todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award	today vodafone number ending last four digit selected received £ award number match please call claim £ award
1	Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+	latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd£mtmsgrcvd
0	Really? I crashed out cuddled on my sofa.	really crashed cuddled sofa
0	Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?	freezing home yet remember kiss mom morning love think missing yet
0	Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow	tomorrow going theatre come wherever u call tell come tomorrow
1	88800 and 89034 are premium phone services call 08718711108	premium phone service call
0	Eh den sat u book e kb liao huh...	eh den sat u book e kb liao huh
0	"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"	ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
1	ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18	ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
1	WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3	win year supply cd store ur choice worth £ enter £ weekly draw txt music tscs wwwldewcomsubswinppmx
0	Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.	ok said ive got wisdom teeth hidden inside n mayb need remove
0	I cant pick the phone right now. Pls send a message	cant pick phone right pls send message
0	i want to grasp your pretty booty :)	want grasp pretty booty
0	Nothing much, chillin at home. Any super bowl plan?	nothing much chillin home super bowl plan
0	Well i know Z will take care of me. So no worries.	well know z take care worry
0	Sorry, got a late start, we're on the way	sorry got late start way
0	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here	ltgt great loxahatchee xmas tree burning update totally see star
0	Lol where do u come up with these ideas?	lol u come idea
0	Are you driving or training?	driving training
0	either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.	either way work ltgt year old hope doesnt bother
0	It vl bcum more difficult..	vl bcum difficult
0	Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.	yup izzit still raining heavily co im e mrt cant c outside
0	Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?	im arestaurant eating squid wan na dosomething late
1	As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062	registered subscriber yr draw £ gift voucher b entered receipt correct an next olympics txt an
0	How would my ip address test that considering my computer isn't a minecraft server	would ip address test considering computer isnt minecraft server
0	Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.	ard like dat lor juz meet mrt station ü dun haf come
0	Just come home. I don't want u to be miserable	come home dont want u miserable
0	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!	new theory argument win situation loses person dont argue ur friend kick amp say im always correct
0	Be happy there. I will come after noon	happy come noon
0	Me, i dont know again oh	dont know oh
0	U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?	u definitely need module e humanity dis sem izzit u wan take module st
1	URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	urgent costa del sol holiday £ await collection call toclaim sae tc pobox stockport skxh cost£pm maxmins
0	Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?	buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake
0	Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.	u ask next sat make im ok lor
0	Tiwary to rcb.battle between bang and kochi.	tiwary rcbbattle bang kochi
0	I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.	thk u dun haf hint e forum already lor co told ron n darren going tell shuhui
0	watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..	watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
0	Have a good evening! Ttyl	good evening ttyl
0	Your dad is back in ph?	dad back ph
0	Sorry da..today i wont come to play..i have driving clas..	sorry datoday wont come playi driving clas
0	Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.	student solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr
0	Yup it's at paragon... I havent decided whether 2 cut yet... Hee...	yup paragon havent decided whether cut yet hee
1	Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa	orange customer may claim free camera phone upgrade loyalty call offer end thmarch tc apply optout availa
0	Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.	miserable dont tell u side effect birth control massive gut wrenching cramp first month didnt sleep last night
1	You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS	selected stay top british hotel nothing holiday worth £ claim call london bx swss
0	Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!	hopeing ‘ pissed remember gone sister something
0	Mine here like all fr china then so noisy.	mine like fr china noisy
0	K...k...yesterday i was in cbe .	kkyesterday cbe
0	It's ok, at least armand's still around	ok least armands still around
0	Where are you lover ? I need you ...	lover need
0	Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx	thanx time weve spent geva bin mint ur baby want uxxxx
0	;-) ok. I feel like john lennon.	ok feel like john lennon
0	You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs	didnt tell thatnow im thinking plus he going stop run
0	R u here yet? I'm wearing blue shirt n black pants.	r u yet im wearing blue shirt n black pant
1	We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow	tried contact reply offer min textand new video phone call reply free delivery tomorrow
0	Y cant u try new invention to fly..i'm not joking.,	cant u try new invention flyim joking
0	Oh god i am happy to see your message after 3 days	oh god happy see message day
0	Convey my regards to him	convey regard
0	But i haf enuff space got like 4 mb...	haf enuff space got like mb
0	I think u have the wrong number.	think u wrong number
0	Sorry, I'll call later  &lt;#&gt; mins	sorry ill call later ltgt min
0	Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..	meet ü depends ü wan lor
0	I asked you to call him now ok	asked call ok
0	I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.	wake since checked stuff saw true available space pls call embassy send mail
0	Good Morning plz call me sir	good morning plz call sir
1	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week	think ur smart win £ week weekly quiz text play nowtcs winnersclub po box uz gbpweek
0	I meant middle left or right?	meant middle left right
0	Yo guess what I just dropped	yo guess dropped
1	pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL	pdatenow double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
1	449050000301 You have won a £2,000 price! To claim, call 09050000301.	£ price claim call
0	Then ü come n pick me at 530 ar?	ü come n pick ar
0	Sent me de webadres for geting salary slip	sent de webadres geting salary slip
0	Boy you best get yo ass out here quick	boy best get yo as quick
0	Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.	mum ive sent many many message since got want know actually getting enjoy rest day
0	Call me. I m unable to cal. Lets meet bhaskar, and deep	call unable cal let meet bhaskar deep
0	... Are you in the pub?	pub
0	Bring tat cd don forget	bring tat cd forget
1	PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 	private account statement show unredeemed sim point call identifier code expires
0	Gokila is talking with you aha:)	gokila talking aha
1	SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO	sm ac jsco energy high u may know channel day ur leadership skill r strong psychic reply an wquestion end reply end jsco
0	No objection. My bf not coming.	objection bf coming
0	I'm going out to buy mum's present ar.	im going buy mum present ar
1	URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only	urgent trying contact last weekend draw show £ prize guaranteed call claim code k valid hour
0	Surly ill give it to you:-) while coming to review.	surly ill give coming review
1	We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p	know someone know fancy call find pobox lshb p
1	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com	free message activate free text message replying message word free term condition visit wwwcom
0	Give me a sec to think think about it	give sec think think
0	Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.	idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing
0	Feel like trying kadeem again? :V	feel like trying kadeem v
0	tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?	tap spile seven pub gas st broad st canal ok
0	I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.	ill always even spirit ill get bb soon trying sure need
0	LOL what happens in Vegas stays in vegas	lol happens vega stay vega
0	Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 	oh lk tt den take e one tt end cine lor dun wan yogasana oso
0	Okie...	okie
0	Gosh that , what a pain. Spose I better come then.	gosh pain spose better come
0	Still in customer place	still customer place
0	Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem	ah poop look like ill prob send laptop get fixed cuz gpu problem
0	1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)	appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litre watrdayno disease snd th u care
0	We have pizza if u want	pizza u want
0	The greatest test of courage on earth is to bear defeat without losing heart....gn tc	greatest test courage earth bear defeat without losing heartgn tc
0	K will do, addie &amp; I are doing some art so I'll be here when you get home	k addie amp art ill get home
0	We're done...	done
0	Tell me they're female :V how're you throwing in? We're deciding what all to get now	tell theyre female v howre throwing deciding get
0	Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...	huh hyde park mel ah opps got confused anyway tt e best choice den juz take
0	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?	havent planning buy later check already lido got show e afternoon u finish work already
0	G wants to know where the fuck you are	g want know fuck
0	It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com	doesnt make sense take unless free need know wikipediacom
0	Thank You meet you monday	thank meet monday
0	Aight, sounds good. When do you want me to come down?	aight sound good want come
0	Alex says he's not ok with you not being ok with it	alex say he ok ok
0	My exam is for february 4. Wish you a great day.	exam february wish great day
0	HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx	hey girl r u hope u r well del r bak long time c give call sum time lucyxx
0	I wont do anything de.	wont anything de
0	Smith waste da.i wanna gayle.	smith waste dai wan na gayle
0	Beerage?	beerage
0	Do u knw dis no. &lt;#&gt; ?	u knw dis ltgt
0	If you ask her or she say any please message.	ask say please message
0	The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?	guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired
0	get ready to moan and scream :)	get ready moan scream
0	Yup song bro. No creative. Neva test quality. He said check review online.	yup song bro creative neva test quality said check review online
0	Lol well don't do it without me. We could have a big sale together.	lol well dont without could big sale together
0	Networking job is there.	networking job
0	Still chance there. If you search hard you will get it..let have a try :)	still chance search hard get itlet try
0	But i juz remembered i gotta bathe my dog today..	juz remembered got ta bathe dog today
0	Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)	honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
0	Hey, iouri gave me your number, I'm wylie, ryan's friend	hey iouri gave number im wylie ryans friend
0	They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  	said ü dun haf passport smth like dat ü juz send email account
0	Might ax well im there.	might ax well im
1	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase	buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase
0	Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x	jolly good way give u ticket sat eve speak x
0	S but not able to sleep.	able sleep
0	WOT U WANNA DO THEN MISSY?	wot u wan na missy
0	She was supposed to be but couldn't make it, she's still in town though	supposed couldnt make shes still town though
1	Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo	check choose babe video smsshsexnetun fgkslpopw fgkslpo
0	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"	beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
0	"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"	best line said love wait till day forget u day u realize u forget gn
0	O. Guess they both got screwd	guess got screwd
1	Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.	congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl
0	So dont use hook up any how	dont use hook
0	Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)	wow didnt think common take back ur freak unless u chop
0	He's in lag. That's just the sad part but we keep in touch thanks to skype	he lag thats sad part keep touch thanks skype
0	I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..	taught ranjith sir called sm like becaus he verifying project prabu told today pa dont mistake
0	how tall are you princess?	tall princess
1	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you	message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
0	Got it! It looks scrumptious... daddy wants to eat you all night long!	got look scrumptious daddy want eat night long
1	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386	valued vodafone customer computer picked win £ prize collect easy call
0	A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND	bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
0	Shall call now dear having food	shall call dear food
0	26th OF JULY	th july
0	Was playng 9 doors game and gt racing on phone lol	playng door game gt racing phone lol
0	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL	people see msg think iam addicted msging wrong bcoz dont know iam addicted sweet friend bslvyl
